Rk,team,year,Date,Time,LTime,away,Opp,week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1,DEN,2018,2018-10-07,1:00,1:00,@,NYJ,5,5,Sun,L 16-34,,38,323,8.50,1
2,BUF,2017,2017-11-12,1:00,1:00,,NO,10,9,Sun,L 10-47,,48,298,6.21,6
3,CLE,2018,2018-12-30,4:25,1:00,@,BAL,17,16,Sun,L 24-26,,47,296,6.30,2
4,MIA,2017,2017-11-13,8:30,8:30,@,CAR,10,9,Mon,L 21-45,,36,294,8.17,2
5,JAC,2019,2019-10-06,1:00,1:00,@,CAR,5,5,Sun,L 27-34,,27,285,10.56,3
6,LA,2019,2019-11-25,8:15,5:15,,BAL,12,11,Mon,L 6-45,,48,285,5.94,1
7,TEN,2018,2018-11-26,8:15,7:15,@,HOU,12,11,Mon,L 17-34,,34,281,8.26,2
8,CLE,2019,2019-10-07,8:15,5:15,@,SF,5,5,Mon,L 3-31,,40,275,6.88,2
9,BUF,2018,2018-12-23,1:00,1:00,@,NE,16,15,Sun,L 12-24,,47,273,5.81,2
10,LA,2018,2018-11-11,4:25,1:25,,SEA,10,10,Sun,W 36-31,,34,273,8.03,1
11,DEN,2018,2018-10-14,4:05,2:05,,LA,6,6,Sun,L 20-23,,39,270,6.92,2
12,CIN,2019,2019-10-13,1:00,1:00,@,BAL,6,6,Sun,L 17-23,,43,269,6.26,2
13,ARI,2018,2018-12-23,4:05,2:05,,LA,16,15,Sun,L 9-31,,41,269,6.56,3
14,DEN,2019,2019-09-29,4:25,2:25,,JAC,4,4,Sun,L 24-26,,38,269,7.08,0
15,CIN,2018,2018-11-18,1:00,1:00,@,BAL,11,10,Sun,L 21-24,,53,267,5.04,2
16,CIN,2019,2019-10-06,1:00,1:00,,ARI,5,5,Sun,L 23-26,,38,266,7.00,2
17,MIA,2019,2019-09-08,1:00,1:00,,BAL,1,1,Sun,L 10-59,,46,265,5.76,2
18,SF,2017,2017-10-22,4:05,1:05,,DAL,7,7,Sun,L 10-40,,43,265,6.16,3
19,JAC,2018,2018-12-06,8:20,7:20,@,TEN,14,13,Thu,L 9-30,,32,264,8.25,4
20,JAC,2019,2019-11-17,1:00,1:00,@,IND,11,10,Sun,L 13-33,,36,264,7.33,3
21,LA,2019,2019-12-15,4:25,3:25,@,DAL,15,14,Sun,L 21-44,,45,263,5.84,3
22,WAS,2017,2017-12-31,1:00,1:00,@,NYG,17,16,Sun,L 10-18,,44,260,5.91,1
23,CIN,2019,2019-09-15,1:00,1:00,,SF,2,2,Sun,L 17-41,,42,259,6.17,2
24,HOU,2019,2019-11-17,1:00,1:00,@,BAL,11,10,Sun,L 7-41,,37,256,6.92,1
25,JAC,2017,2017-10-01,1:00,1:00,@,NYJ,4,4,Sun,L 20-23,OT,32,256,8.00,2
26,SEA,2019,2019-12-22,4:25,1:25,,ARI,16,15,Sun,L 13-27,,40,253,6.33,2
27,CAR,2019,2019-12-01,1:00,1:00,,WAS,13,12,Sun,L 21-29,,30,248,8.27,3
28,MIA,2018,2018-10-21,1:00,1:00,,DET,7,7,Sun,L 21-32,,35,248,7.09,1
29,CLE,2018,2018-10-14,1:00,1:00,,LAC,6,6,Sun,L 14-38,,36,246,6.83,3
30,HOU,2019,2019-12-29,4:25,3:25,,TEN,17,16,Sun,L 14-35,,39,245,6.28,3
31,CIN,2018,2018-11-11,1:00,1:00,,NO,10,9,Sun,L 14-51,,47,244,5.19,3
32,DEN,2019,2019-11-24,1:00,1:00,@,BUF,12,11,Sun,L 3-20,,47,244,5.19,0
33,SEA,2017,2017-12-17,4:05,1:05,,LA,15,14,Sun,L 7-42,,43,244,5.67,3
34,CLE,2019,2019-12-22,1:00,1:00,,BAL,16,15,Sun,L 15-31,,40,243,6.08,1
35,OAK,2018,2018-11-25,1:00,1:00,@,BAL,12,11,Sun,L 17-34,,43,242,5.63,1
36,TB,2018,2018-12-16,1:00,1:00,@,BAL,15,14,Sun,L 12-20,,49,242,4.94,1
37,MIA,2019,2019-09-22,1:00,12:00,@,DAL,3,3,Sun,L 6-31,,34,235,6.91,2
38,CAR,2019,2019-10-27,4:05,1:05,@,SF,8,7,Sun,L 13-51,,38,232,6.11,5
39,CIN,2017,2017-12-10,1:00,1:00,,CHI,14,13,Sun,L 7-33,,38,232,6.11,3
40,PIT,2017,2017-10-08,1:00,1:00,,JAC,5,5,Sun,L 9-30,,37,231,6.24,2
41,BAL,2017,2017-10-15,1:00,1:00,,CHI,6,6,Sun,L 24-27,OT,54,231,4.28,0
42,CIN,2018,2018-09-23,1:00,1:00,@,CAR,3,3,Sun,L 21-31,,41,230,5.61,2
43,LA,2017,2017-09-17,4:25,1:25,,WAS,2,2,Sun,L 20-27,,39,229,5.87,2
44,IND,2017,2017-12-10,1:00,1:00,@,BUF,14,13,Sun,L 7-13,OT,51,227,4.45,1
45,WAS,2018,2018-12-09,1:00,1:00,,NYG,14,13,Sun,L 16-40,,34,227,6.68,1
46,BUF,2018,2018-11-25,1:00,1:00,,JAC,12,11,Sun,W 24-21,,39,226,5.79,2
47,CLE,2019,2019-12-15,4:05,2:05,@,ARI,15,14,Sun,L 24-38,,35,226,6.46,4
48,KC,2019,2019-11-10,1:00,12:00,@,TEN,10,10,Sun,L 32-35,,26,225,8.65,2
49,PIT,2019,2019-12-29,4:25,4:25,@,BAL,17,16,Sun,L 10-28,,44,223,5.07,1
50,WAS,2019,2019-12-29,4:25,3:25,@,DAL,17,16,Sun,L 16-47,,36,223,6.19,1
51,DET,2017,2017-11-19,1:00,12:00,@,CHI,11,10,Sun,W 27-24,,30,222,7.40,2
52,PIT,2017,2017-09-24,1:00,12:00,@,CHI,3,3,Sun,L 17-23,OT,38,222,5.84,2
53,OAK,2018,2018-10-28,4:05,1:05,,IND,8,7,Sun,L 28-42,,40,222,5.55,2
54,BUF,2018,2018-10-21,1:00,1:00,@,IND,7,7,Sun,L 5-37,,37,220,5.95,1
55,MIA,2018,2018-12-16,1:00,3:00,@,MIN,15,14,Sun,L 17-41,,40,220,5.50,3
56,SEA,2018,2018-11-25,1:00,1:00,@,CAR,12,11,Sun,W 30-27,,27,220,8.15,1
57,JAC,2019,2019-11-24,4:05,3:05,@,TEN,12,11,Sun,L 20-42,,33,219,6.64,4
58,BUF,2019,2019-10-27,1:00,1:00,,PHI,8,7,Sun,L 13-31,,41,218,5.32,3
59,CAR,2019,2019-12-22,1:00,1:00,@,IND,16,15,Sun,L 6-38,,32,218,6.81,3
60,CIN,2018,2018-12-02,1:00,1:00,,DEN,13,12,Sun,L 10-24,,34,218,6.41,2
61,MIN,2019,2019-12-02,8:15,5:15,@,SEA,13,12,Mon,L 30-37,,43,218,5.07,2
62,NYJ,2019,2019-12-12,8:20,8:20,@,BAL,15,14,Thu,L 21-42,,34,218,6.41,1
63,CIN,2019,2019-10-20,1:00,1:00,,JAC,7,7,Sun,L 17-27,,44,216,4.91,0
64,JAC,2019,2019-11-03,9:30,2:30,,HOU,9,9,Sun,L 3-26,,34,216,6.35,1
65,MIN,2017,2017-12-10,1:00,1:00,@,CAR,14,13,Sun,L 24-31,,36,216,6.00,3
66,ARI,2018,2018-12-16,1:00,1:00,@,ATL,15,14,Sun,L 14-40,,27,215,7.96,2
67,DAL,2017,2017-11-19,8:30,7:30,,PHI,11,10,Sun,L 9-37,,33,215,6.52,2
68,NYG,2018,2018-12-16,1:00,1:00,,TEN,15,14,Sun,L 0-17,,45,215,4.78,2
69,NYJ,2018,2018-11-25,1:00,1:00,,NE,12,11,Sun,L 13-27,,36,215,5.97,1
70,MIN,2018,2018-12-10,8:15,5:15,@,SEA,14,13,Mon,L 7-21,,42,214,5.10,1
71,LAC,2017,2017-10-01,4:05,1:05,,PHI,4,4,Sun,L 24-26,,42,214,5.10,1
72,WAS,2019,2019-09-15,1:00,1:00,,DAL,2,2,Sun,L 21-31,,34,213,6.26,1
73,NYJ,2018,2018-11-11,1:00,1:00,,BUF,10,10,Sun,L 10-41,,46,212,4.61,2
74,ATL,2018,2018-11-11,1:00,1:00,@,CLE,10,9,Sun,L 16-28,,29,211,7.28,1
75,IND,2017,2017-12-14,8:25,8:25,,DEN,15,14,Thu,L 13-25,,46,211,4.59,1
76,NYG,2019,2019-10-06,1:00,1:00,,MIN,5,5,Sun,L 10-28,,34,211,6.21,0
77,OAK,2019,2019-09-22,1:00,3:00,@,MIN,3,3,Sun,L 14-34,,38,211,5.55,3
78,KC,2018,2018-12-23,8:20,5:20,@,SEA,16,15,Sun,L 31-38,,43,210,4.88,2
79,NE,2019,2019-11-03,8:20,8:20,@,BAL,9,9,Sun,L 20-37,,41,210,5.12,3
80,OAK,2018,2018-09-30,4:05,1:05,,CLE,4,4,Sun,W 45-42,OT,31,208,6.71,3
81,ATL,2018,2018-12-02,1:00,1:00,,BAL,13,12,Sun,L 16-26,,49,207,4.22,1
82,JAC,2018,2018-10-14,4:25,3:25,@,DAL,6,6,Sun,L 7-40,,42,206,4.90,2
83,WAS,2019,2019-12-22,1:00,1:00,,NYG,16,15,Sun,L 35-41,OT,26,206,7.92,1
84,KC,2019,2019-09-22,1:00,12:00,,BAL,3,3,Sun,W 33-28,,32,203,6.34,4
85,LAC,2019,2019-09-08,4:05,1:05,,IND,1,1,Sun,W 30-24,OT,33,203,6.15,1
86,ATL,2017,2017-11-05,1:00,1:00,@,CAR,9,8,Sun,L 17-20,,38,201,5.29,2
87,DET,2017,2017-11-12,1:00,1:00,,CLE,10,9,Sun,W 38-24,,33,201,6.09,2
88,TB,2017,2017-12-18,8:30,8:30,,ATL,15,14,Mon,L 21-24,,35,201,5.74,1
89,SEA,2019,2019-10-20,4:25,1:25,,BAL,7,7,Sun,L 16-30,,35,199,5.69,1
90,TB,2017,2017-12-03,1:00,12:00,@,GB,13,12,Sun,L 20-26,OT,29,199,6.86,2
91,CIN,2018,2018-10-21,8:20,12:00,@,KC,7,7,Sun,L 10-45,,29,198,6.83,1
92,GB,2019,2019-09-15,1:00,12:00,,MIN,2,2,Sun,W 21-16,,27,198,7.33,1
93,HOU,2017,2017-12-03,1:00,12:00,@,TEN,13,12,Sun,L 13-24,,25,198,7.92,2
94,MIA,2018,2018-12-02,1:00,1:00,,BUF,13,12,Sun,W 21-17,,31,198,6.39,0
95,ARI,2017,2017-10-22,1:00,6:00,@,LA,7,7,Sun,L 0-33,,40,197,4.93,2
96,DEN,2017,2017-11-05,1:00,1:00,@,PHI,9,8,Sun,L 23-51,,37,197,5.32,3
97,LAC,2017,2017-12-24,1:00,1:00,@,NYJ,16,15,Sun,W 14-7,,30,197,6.57,1
98,MIA,2017,2017-11-26,1:00,1:00,@,NE,12,11,Sun,L 17-35,,38,196,5.16,1
99,ARI,2018,2018-10-14,1:00,3:00,@,MIN,6,6,Sun,L 17-27,,32,195,6.09,2
100,JAC,2019,2019-12-08,4:05,4:05,,LAC,14,13,Sun,L 10-45,,30,195,6.50,2
101,MIA,2018,2018-11-11,4:25,12:00,@,GB,10,10,Sun,L 12-31,,25,195,7.80,2
102,SEA,2017,2017-09-24,4:05,3:05,@,TEN,3,3,Sun,L 27-33,,35,195,5.57,1
103,BUF,2017,2017-11-02,8:25,8:25,@,NYJ,9,8,Thu,L 21-34,,41,194,4.73,3
104,CAR,2018,2018-12-23,1:00,1:00,,ATL,16,15,Sun,L 10-24,,21,194,9.24,0
105,IND,2017,2017-10-01,8:30,5:30,@,SEA,4,4,Sun,L 18-46,,33,194,5.88,2
106,KC,2017,2017-10-15,4:25,3:25,,PIT,6,6,Sun,L 13-19,,37,194,5.24,1
107,KC,2018,2018-12-09,1:00,12:00,,BAL,14,13,Sun,W 27-24,OT,40,194,4.85,1
108,LA,2018,2018-12-09,8:20,12:00,@,CHI,14,13,Sun,L 6-15,,35,194,5.54,0
109,BUF,2017,2017-12-24,1:00,1:00,@,NE,16,15,Sun,L 16-37,,38,193,5.08,2
110,DET,2017,2017-10-15,1:00,12:00,@,NO,6,6,Sun,L 38-52,,37,193,5.22,2
111,NYG,2017,2017-09-24,1:00,1:00,@,PHI,3,3,Sun,L 24-27,,39,193,4.95,2
112,BAL,2019,2019-09-29,1:00,1:00,,CLE,4,4,Sun,L 25-40,,29,193,6.66,4
113,KC,2019,2019-10-13,1:00,12:00,,HOU,6,6,Sun,L 24-31,,41,192,4.68,3
114,BUF,2017,2017-12-03,1:00,1:00,,NE,13,12,Sun,L 3-23,,35,191,5.46,2
115,LAC,2019,2019-10-06,4:05,1:05,,DEN,5,5,Sun,L 13-20,,32,191,5.97,1
116,DET,2018,2018-09-16,4:05,1:05,@,SF,2,2,Sun,L 27-30,,28,190,6.79,1
117,NYJ,2017,2017-09-10,1:00,1:00,@,BUF,1,1,Sun,L 12-21,,42,190,4.52,1
118,LA,2018,2018-10-07,4:25,1:25,@,SEA,5,5,Sun,W 33-31,,32,190,5.94,1
119,KC,2018,2018-10-28,1:00,12:00,,DEN,8,8,Sun,W 30-23,,30,189,6.30,1
120,NE,2018,2018-12-09,1:00,1:00,@,MIA,14,13,Sun,L 33-34,,21,189,9.00,2
121,PHI,2019,2019-10-20,8:20,7:20,@,DAL,7,7,Sun,L 10-37,,36,189,5.25,3
122,LA,2017,2017-10-01,1:00,12:00,@,DAL,4,4,Sun,W 35-30,,27,189,7.00,1
123,LAC,2017,2017-09-24,4:25,1:25,,KC,3,3,Sun,L 10-24,,25,189,7.56,1
124,IND,2017,2017-10-22,1:00,1:00,,JAC,7,7,Sun,L 0-27,,37,188,5.08,2
125,IND,2019,2019-09-29,1:00,1:00,,OAK,4,4,Sun,L 24-31,,32,188,5.88,1
126,MIA,2018,2018-10-25,8:20,7:20,@,HOU,8,8,Thu,L 23-42,,35,188,5.37,1
127,CLE,2018,2018-12-02,1:00,12:00,@,HOU,13,12,Sun,L 13-29,,39,187,4.79,0
128,KC,2019,2019-09-29,1:00,1:00,@,DET,4,4,Sun,W 34-30,,35,186,5.31,0
129,NYG,2017,2017-11-12,4:25,1:25,@,SF,10,9,Sun,L 21-31,,33,186,5.64,2
130,NE,2017,2017-09-07,8:30,8:30,,KC,1,1,Thu,L 27-42,,27,185,6.85,2
131,CAR,2018,2018-12-30,1:00,12:00,@,NO,17,16,Sun,W 33-14,,27,184,6.81,1
132,MIN,2019,2019-12-23,8:15,10:15,,GB,16,15,Mon,L 10-23,,32,184,5.75,2
133,DET,2018,2018-09-30,1:00,12:00,@,DAL,4,4,Sun,L 24-26,,35,183,5.23,0
134,NE,2017,2017-12-03,1:00,1:00,@,BUF,13,12,Sun,W 23-3,,26,183,7.04,0
135,ARI,2018,2018-09-09,4:25,2:25,,WAS,1,1,Sun,L 6-24,,42,182,4.33,1
136,ARI,2018,2018-12-30,4:25,1:25,@,SEA,17,16,Sun,L 24-27,,34,182,5.35,2
137,ARI,2019,2019-09-15,1:00,1:00,@,BAL,2,2,Sun,L 17-23,,33,182,5.52,0
138,GB,2018,2018-12-02,1:00,12:00,,ARI,13,12,Sun,L 17-20,,29,182,6.28,2
139,NYG,2018,2018-10-28,1:00,1:00,,WAS,8,8,Sun,L 13-20,,33,182,5.52,1
140,WAS,2017,2017-11-30,8:25,7:25,@,DAL,13,12,Thu,L 14-38,,42,182,4.33,2
141,NO,2017,2017-10-22,1:00,12:00,@,GB,7,6,Sun,W 26-17,,24,181,7.54,2
142,CIN,2017,2017-11-12,1:00,12:00,@,TEN,10,9,Sun,L 20-24,,36,180,5.00,2
143,KC,2019,2019-10-06,8:20,7:20,,IND,5,5,Sun,L 13-19,,45,180,4.00,1
144,NO,2019,2019-09-09,7:10,6:10,,HOU,1,1,Mon,W 30-28,,23,180,7.83,1
145,NYJ,2017,2017-09-17,4:05,1:05,@,OAK,2,2,Sun,L 20-45,,27,180,6.67,3
146,CLE,2019,2019-12-08,1:00,1:00,,CIN,14,13,Sun,W 27-19,,31,179,5.77,1
147,CLE,2019,2019-12-29,1:00,1:00,@,CIN,17,16,Sun,L 23-33,,39,179,4.59,3
148,JAC,2017,2017-09-17,1:00,1:00,,TEN,2,2,Sun,L 16-37,,36,179,4.97,3
149,NYJ,2018,2018-10-28,1:00,12:00,@,CHI,8,8,Sun,L 10-24,,34,179,5.26,1
150,PIT,2018,2018-11-18,1:00,1:00,@,JAC,11,10,Sun,W 20-16,,43,179,4.16,1
151,TB,2018,2018-11-04,1:00,1:00,@,CAR,9,8,Sun,L 28-42,,32,179,5.59,4
152,ARI,2018,2018-11-25,4:05,1:05,@,LAC,12,11,Sun,L 10-45,,30,178,5.93,3
153,DAL,2017,2017-09-17,4:25,2:25,@,DEN,2,2,Sun,L 17-42,,39,178,4.56,1
154,DAL,2018,2018-12-16,1:00,1:00,@,IND,15,14,Sun,L 0-23,,39,178,4.56,2
155,KC,2018,2018-09-23,1:00,12:00,,SF,3,3,Sun,W 38-27,,29,178,6.14,1
156,SF,2019,2019-12-01,1:00,1:00,@,BAL,13,12,Sun,L 17-20,,38,178,4.68,1
157,KC,2017,2017-10-30,8:30,7:30,,DEN,8,8,Mon,W 29-19,,31,177,5.71,1
158,PIT,2018,2018-09-09,1:00,1:00,@,CLE,1,1,Sun,T 21-21,OT,38,177,4.66,2
159,CHI,2017,2017-11-26,1:00,1:00,@,PHI,12,11,Sun,L 3-31,,33,176,5.33,0
160,DET,2018,2018-10-28,1:00,1:00,,SEA,8,7,Sun,L 14-28,,42,176,4.19,1
161,GB,2019,2019-09-26,8:20,7:20,,PHI,4,4,Thu,L 27-34,,33,176,5.33,2
162,NYJ,2018,2018-12-09,1:00,1:00,@,BUF,14,13,Sun,W 27-23,,31,176,5.68,2
163,PIT,2017,2017-12-25,4:30,3:30,@,HOU,16,15,Mon,W 34-6,,28,176,6.29,0
164,CIN,2019,2019-09-22,1:00,1:00,@,BUF,3,3,Sun,L 17-21,,36,175,4.86,1
165,CIN,2019,2019-12-15,1:00,1:00,,NE,15,14,Sun,L 13-34,,32,175,5.47,1
166,HOU,2019,2019-11-21,8:20,7:20,,IND,12,11,Thu,W 20-17,,39,175,4.49,2
167,MIA,2018,2018-09-30,1:00,1:00,@,NE,4,4,Sun,L 7-38,,40,175,4.38,2
168,NYJ,2017,2017-10-01,1:00,1:00,,JAC,4,4,Sun,W 23-20,OT,39,175,4.49,0
169,WAS,2019,2019-11-24,1:00,1:00,,DET,12,11,Sun,W 19-16,,32,175,5.47,0
170,CHI,2019,2019-12-29,1:00,3:00,@,MIN,17,16,Sun,W 21-19,,26,174,6.69,1
171,GB,2018,2018-10-15,8:15,7:15,,SF,6,6,Mon,W 33-30,,30,174,5.80,1
172,MIA,2017,2017-10-26,8:25,8:25,@,BAL,8,7,Thu,L 0-40,,40,174,4.35,0
173,PHI,2019,2019-11-24,1:00,1:00,,SEA,12,11,Sun,L 9-17,,26,174,6.69,1
174,OAK,2018,2018-12-02,4:05,1:05,,KC,13,12,Sun,L 33-40,,30,174,5.80,1
175,BAL,2019,2019-12-01,1:00,1:00,,SF,13,12,Sun,W 20-17,,29,174,6.00,1
176,LAC,2017,2017-12-16,8:25,7:25,@,KC,15,14,Sat,L 13-30,,32,174,5.44,1
177,WAS,2017,2017-12-10,4:05,1:05,@,LAC,14,13,Sun,L 13-30,,35,174,4.97,1
178,WAS,2019,2019-12-08,1:00,12:00,@,GB,14,13,Sun,L 15-20,,28,174,6.21,1
179,CLE,2019,2019-09-29,1:00,1:00,@,BAL,4,4,Sun,W 40-25,,29,173,5.97,0
180,ARI,2019,2019-09-22,4:05,2:05,,CAR,3,3,Sun,L 20-38,,31,173,5.58,1
181,GB,2018,2018-11-15,8:20,5:20,@,SEA,11,10,Thu,L 24-27,,35,173,4.94,1
182,KC,2018,2018-10-14,8:20,8:20,@,NE,6,6,Sun,L 40-43,,38,173,4.55,3
183,TEN,2017,2017-10-01,1:00,12:00,@,HOU,4,4,Sun,L 14-57,,42,173,4.12,2
184,PHI,2018,2018-11-18,4:25,12:00,@,NO,11,10,Sun,L 7-48,,37,173,4.68,2
185,OAK,2019,2019-11-17,4:25,1:25,,CIN,11,10,Sun,W 17-10,,22,173,7.86,1
186,BAL,2017,2017-10-01,1:00,1:00,,PIT,4,4,Sun,L 9-26,,42,173,4.12,2
187,LAC,2017,2017-11-19,4:05,1:05,,BUF,11,10,Sun,W 54-24,,22,173,7.86,2
188,TB,2017,2017-10-22,1:00,1:00,@,BUF,7,6,Sun,L 27-30,,33,173,5.24,2
189,ATL,2019,2019-09-08,1:00,3:00,@,MIN,1,1,Sun,L 12-28,,38,172,4.53,3
190,NYG,2019,2019-11-04,8:15,8:15,,DAL,9,9,Mon,L 18-37,,30,172,5.73,0
191,WAS,2018,2018-12-16,1:00,1:00,@,JAC,15,14,Sun,W 16-13,,26,172,6.62,0
192,ARI,2018,2018-09-30,4:05,2:05,,SEA,4,4,Sun,L 17-20,,34,171,5.03,2
193,DET,2019,2019-11-03,4:05,1:05,@,OAK,9,8,Sun,L 24-31,,36,171,4.75,2
194,GB,2019,2019-12-29,1:00,1:00,@,DET,17,16,Sun,W 23-20,,25,171,6.84,1
195,KC,2018,2018-12-02,4:05,1:05,@,OAK,13,12,Sun,W 40-33,,28,171,6.11,1
196,PHI,2018,2018-11-11,8:20,8:20,,DAL,10,9,Sun,L 20-27,,28,171,6.11,2
197,OAK,2018,2018-12-16,1:00,1:00,@,CIN,15,14,Sun,L 16-30,,41,171,4.17,2
198,LA,2017,2017-11-19,1:00,3:00,@,MIN,11,10,Sun,L 7-24,,35,171,4.89,2
199,LAC,2018,2018-09-23,4:05,1:05,@,LA,3,3,Sun,L 23-35,,35,171,4.89,1
200,CAR,2018,2018-09-16,1:00,1:00,@,ATL,2,2,Sun,L 24-31,,32,170,5.31,2
01,CLE,2019,2019-10-13,1:00,1:00,,SEA,6,6,Sun,L 28-32,,38,170,4.47,2
202,DET,2019,2019-10-14,8:15,7:15,@,GB,6,5,Mon,L 22-23,,29,170,5.86,0
203,NYG,2018,2018-09-30,4:25,4:25,,NO,4,4,Sun,L 18-33,,32,170,5.31,3
204,CHI,2019,2019-10-06,1:00,6:00,@,OAK,5,5,Sun,L 21-24,,39,169,4.33,3
205,CIN,2017,2017-11-26,1:00,1:00,,CLE,12,11,Sun,W 30-16,,31,169,5.45,1
206,DET,2018,2018-09-10,7:10,7:10,,NYJ,1,1,Mon,L 17-48,,36,169,4.69,2
207,MIN,2018,2018-12-30,4:25,3:00,,CHI,17,16,Sun,L 10-24,,37,169,4.57,3
208,LA,2017,2017-10-15,4:05,4:05,@,JAC,6,6,Sun,W 27-17,,26,169,6.50,1
209,LA,2017,2017-12-31,4:25,1:25,,SF,17,16,Sun,L 13-34,,30,169,5.63,2
210,BAL,2017,2017-10-22,1:00,3:00,@,MIN,7,7,Sun,L 16-24,,33,169,5.12,1
211,WAS,2017,2017-10-29,4:25,4:25,,DAL,8,7,Sun,L 19-33,,39,169,4.33,2
212,CIN,2017,2017-09-14,8:25,8:25,,HOU,2,2,Thu,L 9-13,,35,168,4.80,1
213,CLE,2018,2018-10-28,1:00,1:00,@,PIT,8,8,Sun,L 18-33,,31,168,5.42,2
214,IND,2017,2017-10-16,8:30,7:30,@,TEN,6,6,Mon,L 22-36,,34,168,4.94,2
215,DAL,2017,2017-10-01,1:00,12:00,,LA,4,4,Sun,L 30-35,,31,168,5.42,0
216,MIA,2019,2019-11-17,1:00,1:00,,BUF,11,10,Sun,L 20-37,,34,168,4.94,1
217,PIT,2019,2019-09-22,4:25,1:25,@,SF,3,3,Sun,L 20-24,,40,168,4.20,2
218,OAK,2018,2018-09-16,4:25,2:25,@,DEN,2,2,Sun,L 19-20,,28,168,6.00,2
219,SF,2018,2018-12-02,4:25,1:25,@,SEA,13,12,Sun,L 16-43,,29,168,5.79,1
220,SF,2018,2018-12-16,4:05,1:05,,SEA,15,14,Sun,W 26-23,OT,35,168,4.80,1
221,TB,2018,2018-12-02,1:00,1:00,,CAR,13,12,Sun,W 24-17,,19,168,8.84,0
222,WAS,2017,2017-10-02,8:30,7:30,@,KC,4,4,Mon,L 20-29,,31,168,5.42,1
223,JAC,2018,2018-11-25,1:00,1:00,@,BUF,12,11,Sun,L 21-24,,35,167,4.77,2
224,NE,2018,2018-09-09,1:00,1:00,,HOU,1,1,Sun,W 27-20,,34,167,4.91,1
225,TEN,2019,2019-09-15,1:00,12:00,,IND,2,2,Sun,L 17-19,,34,167,4.91,0
226,LA,2019,2019-10-03,8:20,5:20,@,SEA,5,5,Thu,L 29-30,,43,167,3.88,0
227,SF,2017,2017-11-05,4:05,1:05,,ARI,9,9,Sun,L 10-20,,43,167,3.88,0
228,ATL,2019,2019-10-06,1:00,12:00,@,HOU,5,5,Sun,L 32-53,,34,166,4.88,1
229,CAR,2019,2019-09-08,1:00,1:00,,LA,1,1,Sun,L 27-30,,32,166,5.19,2
230,DET,2019,2019-10-20,1:00,1:00,,MIN,7,6,Sun,L 30-42,,37,166,4.49,2
231,GB,2018,2018-09-23,1:00,1:00,@,WAS,3,3,Sun,L 17-31,,35,166,4.74,2
232,MIA,2018,2018-12-30,1:00,1:00,@,BUF,17,16,Sun,L 17-42,,33,166,5.03,3
233,OAK,2017,2017-10-29,1:00,1:00,@,BUF,8,8,Sun,L 14-34,,37,166,4.49,2
234,BAL,2017,2017-09-24,9:30,2:30,@,JAC,3,3,Sun,L 7-44,,35,166,4.74,1
235,SEA,2018,2018-09-23,4:25,1:25,,DAL,3,3,Sun,W 24-13,,19,166,8.74,0
236,GB,2017,2017-12-03,1:00,12:00,,TB,13,12,Sun,W 26-20,OT,35,165,4.71,0
237,OAK,2017,2017-12-10,1:00,12:00,@,KC,14,13,Sun,L 15-26,,33,165,5.00,2
238,MIA,2018,2018-10-14,1:00,1:00,,CHI,6,6,Sun,W 31-28,OT,31,164,5.29,1
239,NE,2019,2019-12-15,1:00,1:00,@,CIN,15,14,Sun,W 34-13,,32,164,5.13,0
240,LAC,2018,2018-10-21,9:30,2:30,,TEN,7,7,Sun,W 20-19,,33,164,4.97,1
241,WAS,2019,2019-09-29,1:00,1:00,@,NYG,4,4,Sun,L 3-24,,37,164,4.43,1
242,BUF,2017,2017-12-10,1:00,1:00,,IND,14,13,Sun,W 13-7,OT,46,163,3.54,0
243,CAR,2019,2019-11-10,4:25,3:25,@,GB,10,9,Sun,L 16-24,,27,163,6.04,3
244,GB,2017,2017-10-08,4:25,3:25,@,DAL,5,5,Sun,W 35-31,,35,163,4.66,1
245,HOU,2019,2019-12-15,1:00,12:00,@,TEN,15,14,Sun,W 24-21,,28,163,5.82,1
246,TB,2018,2018-11-18,1:00,1:00,@,NYG,11,10,Sun,L 35-38,,31,163,5.26,2
247,ATL,2017,2017-10-22,8:30,8:30,@,NE,7,6,Sun,L 7-23,,36,162,4.50,0
248,NO,2019,2019-12-08,1:00,12:00,,SF,14,13,Sun,L 46-48,,24,162,6.75,1
249,NYG,2017,2017-11-05,1:00,1:00,,LA,9,8,Sun,L 17-51,,39,162,4.15,2
250,LAC,2019,2019-10-27,1:00,12:00,@,CHI,8,8,Sun,W 17-16,,38,162,4.26,1
251,LAC,2019,2019-12-29,1:00,12:00,@,KC,17,16,Sun,L 21-31,,23,162,7.04,2
252,SEA,2019,2019-12-08,8:20,5:20,@,LA,14,13,Sun,L 12-28,,35,162,4.63,2
253,CHI,2018,2018-10-14,1:00,1:00,@,MIA,6,5,Sun,L 28-31,OT,31,161,5.19,0
254,GB,2017,2017-10-22,1:00,12:00,,NO,7,7,Sun,L 17-26,,36,161,4.47,2
255,TEN,2018,2018-12-22,4:30,4:30,,WAS,16,15,Sat,W 25-16,,34,161,4.74,0
256,OAK,2019,2019-12-08,4:25,1:25,,TEN,14,13,Sun,L 21-42,,32,161,5.03,2
257,WAS,2019,2019-10-24,8:20,10:20,@,MIN,8,8,Thu,L 9-19,,38,161,4.24,1
